scenario_name,case_name,terrain_risk_weight,metric,count,mean_delta,median_delta,std_delta,bootstrap_ci95_low,bootstrap_ci95_high,pct_improved,wilcoxon_p,wilcoxon_method
risk_band,risk_band_risk_w_0,0.0,control_smoothness,50,5.964679367127523e-05,6.060639547077174e-05,0.00012296520984623484,2.45091029199148e-05,9.382529317688932e-05,0.3,0.002049094724295486,scipy
risk_band,risk_band_risk_w_0,0.0,control_jerk,50,0.0001535341894779797,0.0001500981918557652,0.00038383281295161463,4.982821193450595e-05,0.0002666986225352535,0.38,0.01407853473248366,scipy
risk_band,risk_band_risk_w_0,0.0,mean_mppi_time_ms,50,21.717233160968973,21.84064419282413,0.8149446003820232,21.49251803396165,21.94884382649913,0.0,1.7763568394002505e-15,scipy
risk_band,risk_band_risk_w_5,5.0,final_distance,50,-0.00020518183708190919,0.0011517852544784546,0.008131424674492361,-0.0023555775433778763,0.0019922820031642915,0.46,0.8109402812359416,scipy
risk_band,risk_band_risk_w_5,5.0,steps,50,-10.04,-11.0,7.4133932851292865,-12.2,-7.88,0.88,1.687538997430238e-11,scipy
risk_band,risk_band_risk_w_5,5.0,cumulative_terrain_risk,50,-3.3511053466796876,-3.4566421508789062,3.842591494394555,-4.442758052825927,-2.30988431930542,0.78,1.6198182883897516e-07,scipy
risk_band,risk_band_risk_w_5,5.0,max_terrain_risk,50,0.00018169403076171876,0.00016689300537109375,0.0010048115103782238,-9.848329424858093e-05,0.0004587188363075256,0.42,0.21148488261323095,scipy
risk_band,risk_band_risk_w_5,5.0,terrain_risk_excess,50,-0.36857276916503906,-0.23911285400390625,2.1871500343035923,-0.9771094827651977,0.22665419197082515,0.58,0.2999546071877397,scipy
risk_band,risk_band_risk_w_5,5.0,terrain_risk_exposure_ratio,50,0.0005059728978628186,0.003058306699224689,0.015203488081295721,-0.0037305449014414472,0.004633194253361312,0.46,0.766732668436843,scipy
risk_band,risk_band_risk_w_5,5.0,control_smoothness,50,4.3746552585664554e-05,2.41635556078321e-05,0.0001416026588937481,4.9115637039127515e-06,8.330440747827574e-05,0.44,0.060701401498306495,scipy
risk_band,risk_band_risk_w_5,5.0,control_jerk,50,0.0001627959282292213,0.0002513843999512992,0.0003827239424725142,5.546552241205761e-05,0.00026847625192454684,0.3,0.008848884696840642,scipy
risk_band,risk_band_risk_w_5,5.0,mean_mppi_time_ms,50,21.08403923740075,21.06197688942667,1.1172674313803028,20.770503542138908,21.41682478339756,0.0,1.7763568394002505e-15,scipy
