x0,y0,r0,dx0,dy0
20.0,-0.5,0.4,-1.0,0.0
19.9,-0.5,0.4,-1.0,0.0
19.799999999999997,-0.5,0.4,-1.0,0.0
19.699999999999996,-0.5,0.4,-1.0,0.0
19.599999999999994,-0.5,0.4,-1.0,0.0
19.499999999999993,-0.5,0.4,-1.0,0.0
19.39999999999999,-0.5,0.4,-1.0,0.0
19.29999999999999,-0.5,0.4,-1.0,0.0
19.19999999999999,-0.5,0.4,-1.0,0.0
19.099999999999987,-0.5,0.4,-1.0,0.0
18.999999999999986,-0.5,0.4,-1.0,0.0
18.899999999999984,-0.5,0.4,-1.0,0.0
18.799999999999983,-0.5,0.4,-1.0,0.0
18.69999999999998,-0.5,0.4,-1.0,0.0
18.59999999999998,-0.5,0.4,-1.0,0.0
18.49999999999998,-0.5,0.4,-1.0,0.0
18.399999999999977,-0.5,0.4,-1.0,0.0
18.299999999999976,-0.5,0.4,-1.0,0.0
18.199999999999974,-0.5,0.4,-1.0,0.0
18.099999999999973,-0.5,0.4,-1.0,0.0
17.99999999999997,-0.5,0.4,-1.0,0.0
17.89999999999997,-0.5,0.4,-1.0,0.0
17.79999999999997,-0.5,0.4,-1.0,0.0
17.699999999999967,-0.5,0.4,-1.0,0.0
17.599999999999966,-0.5,0.4,-1.0,0.0
17.499999999999964,-0.5,0.4,-1.0,0.0
17.399999999999963,-0.5,0.4,-1.0,0.0
17.29999999999996,-0.5,0.4,-1.0,0.0
17.19999999999996,-0.5,0.4,-1.0,0.0
17.09999999999996,-0.5,0.4,-1.0,0.0
16.999999999999957,-0.5,0.4,-1.0,0.0
16.899999999999956,-0.5,0.4,-1.0,0.0
16.799999999999955,-0.5,0.4,-1.0,0.0
16.699999999999953,-0.5,0.4,-1.0,0.0
16.59999999999995,-0.5,0.4,-1.0,0.0
16.49999999999995,-0.5,0.4,-1.0,0.0
16.39999999999995,-0.5,0.4,-1.0,0.0
16.299999999999947,-0.5,0.4,-1.0,0.0
16.199999999999946,-0.5,0.4,-1.0,0.0
16.099999999999945,-0.5,0.4,-1.0,0.0
15.999999999999945,-0.5,0.4,-1.0,0.0
15.899999999999945,-0.5,0.4,-1.0,0.0
15.799999999999946,-0.5,0.4,-1.0,0.0
15.699999999999946,-0.5,0.4,-1.0,0.0
15.599999999999946,-0.5,0.4,-1.0,0.0
15.499999999999947,-0.5,0.4,-1.0,0.0
15.399999999999947,-0.5,0.4,-1.0,0.0
15.299999999999947,-0.5,0.4,-1.0,0.0
15.199999999999948,-0.5,0.4,-1.0,0.0
15.099999999999948,-0.5,0.4,-1.0,0.0
14.999999999999948,-0.5,0.4,-1.0,0.0
14.899999999999949,-0.5,0.4,-1.0,0.0
14.79999999999995,-0.5,0.4,-1.0,0.0
14.69999999999995,-0.5,0.4,-1.0,0.0
14.59999999999995,-0.5,0.4,-1.0,0.0
14.49999999999995,-0.5,0.4,-1.0,0.0
14.39999999999995,-0.5,0.4,-1.0,0.0
14.299999999999951,-0.5,0.4,-1.0,0.0
14.199999999999951,-0.5,0.4,-1.0,0.0
14.099999999999952,-0.5,0.4,-1.0,0.0
13.999999999999952,-0.5,0.4,-1.0,0.0
13.899999999999952,-0.5,0.4,-1.0,0.0
13.799999999999953,-0.5,0.4,-1.0,0.0
13.699999999999953,-0.5,0.4,-1.0,0.0
13.599999999999953,-0.5,0.4,-1.0,0.0
13.499999999999954,-0.5,0.4,-1.0,0.0
13.399999999999954,-0.5,0.4,-1.0,0.0
13.299999999999955,-0.5,0.4,-1.0,0.0
13.199999999999955,-0.5,0.4,-1.0,0.0
13.099999999999955,-0.5,0.4,-1.0,0.0
12.999999999999956,-0.5,0.4,-1.0,0.0
12.899999999999956,-0.5,0.4,-1.0,0.0
12.799999999999956,-0.5,0.4,-1.0,0.0
12.699999999999957,-0.5,0.4,-1.0,0.0
12.599999999999957,-0.5,0.4,-1.0,0.0
12.499999999999957,-0.5,0.4,-1.0,0.0
12.399999999999958,-0.5,0.4,-1.0,0.0
12.299999999999958,-0.5,0.4,-1.0,0.0
12.199999999999958,-0.5,0.4,-1.0,0.0
12.099999999999959,-0.5,0.4,-1.0,0.0
11.99999999999996,-0.5,0.4,-1.0,0.0
11.89999999999996,-0.5,0.4,-1.0,0.0
11.79999999999996,-0.5,0.4,-1.0,0.0
11.69999999999996,-0.5,0.4,-1.0,0.0
11.59999999999996,-0.5,0.4,-1.0,0.0
11.499999999999961,-0.5,0.4,-1.0,0.0
