scenario_key,controller_label,episode_id,delta_final_distance,delta_steps,delta_mean_terrain_risk,delta_control_smoothness,delta_control_jerk,delta_min_obstacle_clearance
id_random,Efficiency,18,0.0041874051094055,-9,-0.0025938892269272,0.0003366254137701,0.000667959702377,0.0
id_random,Efficiency,19,0.0058414340019226,3,-0.0067129506683638,0.000281422819146,0.0002605636339677,0.1521031856536865
id_random,Efficiency,20,-0.0065625309944152,-18,0.0029307955400622,0.0001330453790657,0.0005794454954506,-0.0519237518310546
id_random,Efficiency,21,0.0042588710784912,-6,0.0067249528762283,0.0001612308293283,0.0001924735835256,0.0468220710754394
id_random,Efficiency,22,0.0011606216430664,-20,0.0092905188257196,-0.0001520125053154,-0.0002543309178034,-0.0533890724182128
id_random,Efficiency,23,0.0098655819892883,-19,0.0021509114104098,0.0002132313932186,0.0005302693618623,0.3031830787658691
id_random,Efficiency,24,0.01200932264328,-3,0.0084523531939293,0.0001852776301951,0.0001909804509939,0.2089634537696838
id_random,Efficiency,25,-0.000623345375061,-11,0.0044804916808802,0.0001369672828335,9.76758920868911e-05,0.00721275806427
id_random,Efficiency,26,-0.0260406136512756,-8,0.0207103374517603,0.0004441676774156,-0.000701022918119,0.0
id_random,Efficiency,27,-0.0040382742881774,-9,-0.0084460496921483,0.0001681031209642,0.000545691544641,0.6654049158096313
id_random,Efficiency,28,0.0002101063728332,-3,0.0126882046727436,0.0001373689888006,0.0003891060980409,0.0246930122375488
id_random,Efficiency,29,0.0040650367736816,-3,0.0034794998812185,0.0005340766390293,0.0001582991121041,-0.1254549026489257
id_random,Efficiency,30,-0.0080222487449646,-5,0.0187677071488305,0.0005109485737418,0.0003072955320731,-0.0019912719726562
id_random,Efficiency,31,0.0404226779937744,10,-0.0093886220102422,-0.000308127549065,-0.0001407978694137,-0.5435705184936523
id_random,Efficiency,32,0.013278841972351,-8,0.0065474749238557,0.000562078571101,0.0009755236368752,-0.0687665939331054
id_random,Efficiency,33,0.0174048542976379,-1,-0.0045268581807491,6.617704344805001e-05,-0.0002292329351004,0.0
id_random,Efficiency,34,0.009348452091217,-4,0.0041013466315076,0.0001729885948649,4.675259841953718e-05,0.1596317291259765
id_random,Efficiency,35,-0.0091453790664672,-15,0.0159114044404045,0.0003178256627552,-0.0006093484793764,0.0
id_random,Efficiency,36,0.0171757936477661,9,-0.0041765866661354,0.0003985374059788,4.602202674660206e-05,0.201941967010498
id_random,Efficiency,37,-0.0193552374839782,-13,-0.0016484115750831,0.000172195040716,-0.0004466450672895,0.1673483848571777
id_random,Efficiency,38,-0.0217131972312927,-4,0.011715016308692,0.0003263408173619,0.0007360347199079,-0.0254859924316406
id_random,Efficiency,39,-0.0363964438438415,-21,0.0011900227268581,-2.9718012019430348e-05,0.000264889598724,-0.0982742309570312
id_random,Efficiency,40,-0.0119551420211792,-11,-0.0091812055622405,0.0003274337917786,0.0001983968633396,0.3523378372192383
id_random,Efficiency,41,-0.0073854327201843,-7,-0.0085362574877245,-0.0002441076716071,-0.0004138625284016,0.2162861824035644
id_random,Efficiency,42,0.0117990374565124,-5,0.0011267282290885,9.142681115529564e-05,0.0008160416457429,-0.0130161046981811
id_random,Efficiency,43,-0.0135236978530883,10,-0.0078759622371141,-5.060865420206508e-05,0.0007405904238437,0.0402464866638183
id_random,Efficiency,44,0.0071318745613098,-2,0.0097779139717968,0.0003922789147652,0.0004040845665203,0.1222205162048339
id_random,Efficiency,45,-0.0458269715309143,-7,0.0081475633458263,0.000474587680433,0.0004221051736245,0.0
id_random,Efficiency,46,0.0205405354499816,-4,0.011147862331953,8.008475153048955e-05,-8.575724606617102e-05,0.1373805999755859
id_random,Efficiency,47,-0.0160387754440307,-16,-0.0010957997877278,0.0004668725705468,-0.0001553146497286,0.0227041244506835
id_random,Efficiency,48,-0.0032501816749572,-4,0.0070781920019464,0.0003813849764558,3.965622684213048e-05,0.00730562210083
id_random,Efficiency,49,0.0077623128890991,-1,-0.00181147732681,0.0002869319621729,0.0006598365157084,-0.1460609436035156
id_random,Balanced,0,0.0068230628967285,-3,0.0092536171268555,0.0003781984479402,0.000221856447175,0.0
id_random,Balanced,1,-0.0351048707962036,-41,0.0683799645359482,0.0007166409008029,0.0004498109635537,-0.7433950901031494
id_random,Balanced,2,0.0149822235107421,-2,-0.0162388979699723,5.492224612615483e-05,-4.393712903704057e-06,0.3124051094055176
id_random,Balanced,3,-0.0158031582832336,6,-0.0046049161232544,-0.0002952723437129,3.074769027554356e-06,0.1945633888244629
id_random,Balanced,4,6.192922592163086e-05,-8,-0.0048398239018975,-1.7914183419613216e-05,-0.0003574724051352,-0.2576150894165039
id_random,Balanced,5,0.0052646994590759,4,-0.0081856923301095,-8.794348167057153e-06,-0.0003714084197795,0.187408447265625
id_random,Balanced,6,0.0345539450645446,29,-0.0131029845494907,-3.281632619304238e-05,-0.0003750304390646,-0.0385894775390625
id_random,Balanced,7,-0.0184355974197387,6,-0.0060945342552622,-0.0001704367096884,0.0008408368384458,0.0
id_random,Balanced,8,-0.0183053016662597,-21,-0.0243305438155977,0.0001190963286087,4.012194836514353e-05,-0.210360050201416
id_random,Balanced,9,-0.0082125663757324,-4,-0.0013138736649582,9.1532520609134e-06,-0.0003751308153074,-0.014521837234497
id_random,Balanced,10,0.0230334401130676,7,-0.008233094017569,-0.0004476246446543,-0.0009800868251748,-0.0342216491699218
id_random,Balanced,11,0.0054461956024169,-2,0.0083601008897321,0.000314260452439,3.237321228915938e-05,0.0
id_random,Balanced,12,-0.013442575931549,-9,-0.0494363747318463,-0.0002054385472193,-3.195943939965015e-05,0.1009521484375
id_random,Balanced,13,-0.0032195448875427,-4,0.005963131427574,0.0004099559650961,-0.0003675409954927,-0.0033531188964843
id_random,Balanced,14,0.0281646251678466,-1,0.0018562323604708,-4.079009054867855e-05,-0.0002498372246678,0.140573501586914
id_random,Balanced,15,-0.0137411952018737,-4,-0.0035872007158674,-2.4213607605151448e-05,-0.0006188835067449,-0.147134780883789
id_random,Balanced,16,0.0005770325660705,-5,0.0067134369699854,0.0002360200664353,0.0004870045575648,-0.2049431800842285
id_random,Balanced,17,-0.0165560841560363,-20,0.0098864889776425,3.9142850581488746e-05,0.0006488854167422,0.0066242218017578
id_random,Balanced,18,0.0001670718193054,-10,-0.0069970892063607,0.0002897777719249,0.0007505928244636,0.0
id_random,Balanced,19,-0.0159154534339904,-2,-0.0031354240704688,0.0002372280448029,-3.552036381677644e-05,0.2836256623268127
id_random,Balanced,20,-0.0317597985267639,-12,-0.0095275042509596,4.080235164686738e-05,0.0003427248389904,0.1145973205566406
id_random,Balanced,21,-0.0170847177505493,3,0.0082864162764094,0.0003445974628259,0.0001143260673642,-0.0545988082885742
id_random,Balanced,22,-0.0016794800758361,-17,0.0159456934563704,-4.001519645148964e-05,-0.0002051074712878,-0.0573940277099609
id_random,Balanced,23,0.0104861855506896,-7,-0.0125104561799572,0.0001634468834586,0.0001990471975028,0.4690122604370117
id_random,Balanced,24,0.0192670226097106,0,0.0053828228912854,0.0002018403169207,0.0006176323331795,0.2462080121040344
id_random,Balanced,25,0.0027211308479309,-10,0.0023744440770718,0.000259497519954,-0.0001719815027105,-0.0118738412857055
id_random,Balanced,26,0.0015199184417724,-5,0.014549702175562,0.0004833686340323,0.0004886813415109,0.0
id_random,Balanced,27,4.26173210144043e-05,-10,-0.0001748093988376,0.0001539119075134,0.0009133055101763,0.6233917474746704
id_random,Balanced,28,-0.0050733089447021,-7,0.0164128445311534,0.0002112892414429,0.0001486333669782,0.0366445779800415
id_random,Balanced,29,0.0067248344421386,-1,0.0020628628478026,0.0002176822138596,0.0003999014030073,-0.1985993385314941
id_random,Balanced,30,-0.0045740604400634,-6,0.0081077080708728,0.0001661804584587,-0.0002793618332855,-0.0016708374023437
id_random,Balanced,31,0.0436098575592041,9,-0.0199292888296958,-0.0006021092198173,-1.6300828099584472e-05,-0.532036304473877
id_random,Balanced,32,0.0275222063064575,1,0.0083546876876862,0.000205692661822,0.0003560444945834,-0.0170888900756835
id_random,Balanced,33,0.0108207464218139,2,-0.006153334639159,-4.127831118538655e-05,-0.0001940017194425,0.0
id_random,Balanced,34,0.0022777915000915,5,-0.0067079990657171,-4.312580229641526e-05,-5.383308018749953e-05,0.5121445655822754
id_random,Balanced,35,0.0137160420417785,-8,0.0101085028264485,0.0001954184941483,-0.0010018633382591,0.0
id_random,Balanced,36,-0.0161737203598022,9,8.170593558837203e-05,0.0004437868861147,0.0005010231625081,0.0004253387451171
id_random,Balanced,37,-0.0105665922164917,-10,-0.0058396147274847,-5.0037730058250136e-05,-0.000459495006464,0.4094552993774414
id_random,Balanced,38,-0.0081269741058349,3,0.0027367156897133,0.0002269301868281,0.0006673083984184,-0.1162104606628418
id_random,Balanced,39,-0.027139663696289,-14,0.0044676128384699,6.396315054669945e-05,0.0006479768398464,-0.0447826385498046
id_random,Balanced,40,-0.0340247750282287,-3,-0.0081630020530089,6.790957536649414e-05,0.0001575337061296,0.3967361450195312
id_random,Balanced,41,0.0011035799980163,-1,-0.0087511907139996,-0.0001650999624373,-0.0002767704800924,0.0598158836364746
id_random,Balanced,42,0.0409282445907592,-2,0.0014059702680543,0.0002163524122028,0.0001801111961931,0.0004962682723999
id_random,Balanced,43,-0.0147599577903747,11,-0.0032508414251998,0.0003592525935862,0.0006422064175771,0.1179003715515136
id_random,Balanced,44,-0.0106552243232727,7,0.0052146098456385,7.380944020253825e-05,0.0002190754379458,0.2776813507080078
id_random,Balanced,45,-0.0146589875221252,0,0.0002377571031936,0.0006204392642046,0.0006650392316633,-0.0278573036193847
id_random,Balanced,46,0.03107750415802,3,0.0005522823066603,-0.0001760804202382,-0.000175166596584,0.1323950290679931
id_random,Balanced,47,0.0146259069442749,-2,0.0041008805608771,0.0005094127494572,0.0004596791113388,-0.3962688446044922
id_random,Balanced,48,-0.0395559668540954,-6,0.0143583660649017,0.0003769411286855,1.208737019032114e-06,-0.0417990684509277
id_random,Balanced,49,0.0042820572853088,-2,-0.0069304160870587,0.0001831730043342,0.0005597931495989,-0.0529136657714843
ood_obstacle,Default learned,0,0.0369637012481689,109,-0.0762364910515029,-0.0013546982921347,-0.0011896443897013,-0.0013360977172851
ood_obstacle,Default learned,1,-0.0239704251289367,138,0.1640698265430294,0.0004094597180118,0.0008558245284067,-0.0291454792022705
ood_obstacle,Default learned,2,0.0165009498596191,0,-0.0249512300137355,-0.0004847392278316,-0.0010850387963564,0.4674358367919922
ood_obstacle,Default learned,3,-0.0187392830848693,13,-0.0091481154147465,-0.0006117719324541,-0.0006255020459017,0.3630313873291015
ood_obstacle,Default learned,4,0.0202823877334594,2,-0.0236850894258558,-0.0004161152938678,-0.0010630586793533,-0.2435650825500488
ood_obstacle,Default learned,5,0.0368518233299255,3,-0.016976889706723,-0.000310770112157,-0.0003363837318035,-0.0392341613769531
ood_obstacle,Default learned,6,-0.0089280605316162,-9,-0.0225850952002407,-0.0005451585163756,-0.0007737178246896,0.0198185443878173
ood_obstacle,Default learned,7,-0.0072953701019287,16,-0.0186680168957115,-0.0007819589733638,-0.0012444303696049,0.0747065544128418
ood_obstacle,Default learned,8,0.0099998712539672,-8,-0.041326738431972,-0.0003899590573767,-0.0009174436120218,0.000734806060791
ood_obstacle,Default learned,9,0.0240055322647094,6,-0.016994975442001,-0.0002595851132058,-0.0007138629453262,-0.0663459300994873
ood_obstacle,Default learned,10,0.0232730507850646,12,-0.017710134550356,-0.0005584169841545,-0.0010187308873579,0.3698110580444336
ood_obstacle,Default learned,11,0.0094451308250427,4,-0.0015129160346498,-0.0001790988541466,-0.0007733300581873,-0.2005467414855957
ood_obstacle,Default learned,12,0.0114902257919311,5,-0.0125396594894069,-0.0001726133687563,-0.0006209946465427,0.0233423709869384
ood_obstacle,Default learned,13,0.0073622465133666,22,-0.0315437308459713,-0.0007760884042671,-0.0009358551001906,-5.3882598876953125e-05
ood_obstacle,Default learned,14,0.0254943966865539,7,-0.0083256946032977,-0.0002942945704773,-0.0014979530152474,0.1145253181457519
ood_obstacle,Default learned,15,0.0276591181755065,332,-0.0511759882290391,-0.0007826157539369,0.001225392006667,0.334388256072998
ood_obstacle,Default learned,16,0.0145062804222106,32,-0.043279595173521,-0.0005742677652114,-0.0003896270888984,0.0
ood_obstacle,Default learned,17,-0.0249692201614379,-14,-0.0009685503755851,0.0002845419399251,-0.0001159999443813,-0.6181250214576721
ood_obstacle,Default learned,18,0.0196345448493957,-9,-0.0065665562651544,0.000119454950094,-0.000419475962877,0.0028481483459472
ood_obstacle,Default learned,19,0.0186235904693603,-6,-0.0122584026354881,-0.0001586553091869,-0.00053728171386,-0.020965576171875
ood_obstacle,Default learned,20,-0.0072141885757446,-14,-0.0201823840577787,-0.0003917588533024,-0.0007882357265538,-0.1453094482421875
ood_obstacle,Default learned,21,-0.0083468556404113,12,-0.0254780185752719,-0.00029614339264,-0.0007823058471847,0.0201315879821777
ood_obstacle,Default learned,22,-0.0109212398529052,8,-0.0058719550356335,-0.0004570885969756,-0.0009109139715611,-0.0054520368576049
ood_obstacle,Default learned,23,0.0240590572357177,-4,-0.0209877320799639,3.709260226062794e-05,-0.0008468728986161,0.0
ood_obstacle,Default learned,24,0.0089347958564758,5,-0.0078680978208816,3.21481609603675e-05,-0.0013418562426399,-0.1220107078552246
ood_obstacle,Default learned,25,-0.0100564360618591,2,-0.0187134440330129,-0.0003643248633717,-0.0014516705810048,0.1302525997161865
ood_obstacle,Default learned,26,0.0018705129623413,10,0.0037061702610119,-8.191806172108164e-05,-0.0008885390433854,-0.2865200042724609
ood_obstacle,Default learned,27,0.0127500295639038,-9,-0.0220473582333543,-0.0003528049381384,-0.0002500591454222,1.1052038669586182
ood_obstacle,Default learned,28,0.0003425478935241,9,-0.0050021135488694,0.0002092919126179,-0.0005877272651334,-0.2031235694885254
ood_obstacle,Default learned,29,-0.0123470425605773,7,-0.0033028648621142,-0.0002881121673458,-0.0002260534585331,0.0
ood_obstacle,Default learned,30,0.0044822096824646,11,-0.0153314468511351,2.506430638822988e-05,-0.0004353610068895,0.0028152465820312
ood_obstacle,Default learned,31,0.0504146218299865,274,-0.1449357905368386,-0.0025305311583873,-0.0014245464562797,0.0
ood_obstacle,Default learned,32,0.0289901494979858,1,-0.0208638508539166,3.49140433441664e-06,-0.000837347548191,-0.4329700469970703
ood_obstacle,Default learned,33,0.0127044320106506,18,-0.0183251596281147,-0.0007862070191213,-0.000426425393255,0.0803394317626953
ood_obstacle,Default learned,34,0.0157080292701721,178,-0.1548339666565532,-0.001968244279625,-0.001774251804046,0.1754021644592285
ood_obstacle,Default learned,35,-0.0003652572631835,-4,0.0095701748587019,0.0001935720594725,-0.0007236417705847,0.3460545539855957
ood_obstacle,Default learned,36,0.0016546249389648,25,-0.0142816631697065,-7.750339667838939e-05,-0.0005541637397673,0.1316361427307129
ood_obstacle,Default learned,37,-0.0015740990638732,1,-0.0220759503233196,-0.0004057357298916,-0.0008511612185671,0.2252297401428222
ood_obstacle,Default learned,38,0.000259518623352,131,-0.0961574096616102,-0.001403700257726,-0.0006798096953709,-0.343907356262207
ood_obstacle,Default learned,39,0.0055524706840515,-15,-0.0070454268257466,-0.0004924903264599,-0.0009113448096841,0.0806711912155151
ood_obstacle,Default learned,40,0.0061737298965454,-4,-0.013124062228479,-1.369698064768686e-05,-0.0003813191613099,0.423100471496582
ood_obstacle,Default learned,41,0.0168673992156982,-1,-0.0222038228677204,-0.0004483734825267,-0.0008289437921985,0.0977559089660644
ood_obstacle,Default learned,42,0.029726505279541,18,-0.0016777373909988,-0.0002127227120168,-0.0004593337097782,0.1991500854492187
ood_obstacle,Default learned,43,0.011057436466217,175,0.0131266439732321,-0.0006630868031937,0.0002007665852867,0.0104923248291015
ood_obstacle,Default learned,44,0.009271502494812,8,0.0068832349096428,-0.0002465832543336,-0.0007393568194245,-0.217811107635498
ood_obstacle,Default learned,45,0.0167820453643798,16,-0.0106929920822777,-0.0002727060937324,-0.0001261866991003,-0.2376713752746582
ood_obstacle,Default learned,46,0.0492224693298339,15,0.0010592168516425,-0.0002652328420617,-0.0013755542518765,-0.4196729660034179
ood_obstacle,Default learned,47,0.0330646038055419,-9,-0.0102308891920835,-0.0001912733354703,-0.0007669939716972,-0.021816611289978
ood_obstacle,Default learned,48,0.0288141965866088,14,-0.023651309825172,-7.719865848800425e-06,-0.0016622298423197,0.330698013305664
ood_obstacle,Default learned,49,-0.0088967680931091,9,-0.0114066886427108,-8.099234650971003e-05,-0.0010029475350183,-0.2757339477539062
ood_obstacle,Efficiency,0,0.0180202722549438,-2,0.0067890926632226,0.0001934206461634,0.0003235692948139,0.0
ood_obstacle,Efficiency,1,-0.0134217143058776,-68,0.0875003865960224,0.0013269720423689,0.0004581441286235,0.0013558864593505
ood_obstacle,Efficiency,2,-0.0138092637062072,-10,-0.0122122009087581,0.0002407820990613,-0.000383862724831,0.4620847702026367
ood_obstacle,Efficiency,3,-0.0152139663696289,5,-0.0023307944692229,0.0001068588430483,0.0006151347528453,0.2370848655700683
ood_obstacle,Efficiency,4,-0.0117532014846801,-7,-0.0020031311351657,0.0003908318965214,3.063372732609298e-06,-0.109471321105957
ood_obstacle,Efficiency,5,0.0378032922744751,-3,-0.0031498585736718,0.0001488420205465,-0.0001627057022911,-0.0913448333740234
ood_obstacle,Efficiency,6,0.0054886937141418,-7,-0.0078540588848604,-4.740838706983677e-06,8.61475245035083e-06,0.0091214179992675
ood_obstacle,Efficiency,7,-0.0081697702407836,2,-0.0027173945041618,-3.152314803093505e-05,2.4949123650949093e-05,0.0200104713439941
ood_obstacle,Efficiency,8,0.001918077468872,-17,-0.0266673378618612,0.0002347918928663,-6.759307041020882e-05,0.2138204574584961
ood_obstacle,Efficiency,9,-0.0124384760856628,1,-0.0019270549490222,0.0001963069837038,-0.0007831654308388,-0.1083250045776367
ood_obstacle,Efficiency,10,0.0296531319618225,2,-0.0068128816765211,-0.0003288788190655,-0.0007678695516258,0.0512800216674804
ood_obstacle,Efficiency,11,-0.0172463059425354,-8,0.0081239891389346,0.000384296674426,0.0007834272710114,0.4901537895202636
ood_obstacle,Efficiency,12,0.0217365622520446,-2,-0.0036146935308389,0.0001032550532451,-0.000454080775949,0.0220468044281005
ood_obstacle,Efficiency,13,0.0052112936973571,-4,0.0088657564659166,0.0002681860191897,-0.0001178020724723,-0.0049653053283691
ood_obstacle,Efficiency,14,0.0071275830268859,-4,0.0036889127708559,0.0001579153490312,-0.0004091998318109,0.2090182304382324
ood_obstacle,Efficiency,15,-0.0035285353660583,-89,0.0042816303438203,4.558023797872042e-05,-0.0002815791786909,0.2940918207168579
ood_obstacle,Efficiency,16,-0.0276474952697753,-4,0.0088604252117546,0.0007114691248977,0.0008396807193079,0.0
ood_obstacle,Efficiency,17,-0.0194805860519409,-15,0.0115410352574754,0.0002929588193857,0.0003044455928642,-0.051865816116333
ood_obstacle,Efficiency,18,0.0041874051094055,-9,-0.0025938892269272,0.0003366254137701,0.000667959702377,0.001357078552246
ood_obstacle,Efficiency,19,0.0243794322013854,0,-0.0029363172440569,0.0003382074493076,-0.0001008788974453,-0.0021741390228271
ood_obstacle,Efficiency,20,-0.0065625309944152,-18,0.0029307955400622,0.0001330453790657,0.0005794454954506,-0.0338144302368164
ood_obstacle,Efficiency,21,0.0042588710784912,-6,0.0067249528762283,0.0001612308293283,0.0001924735835256,0.0631322860717773
