x,y,theta,dx,dy,x_d,y_d,theta_d,v,w,state_cost,min_Traj_cost,t_mppi
0.01,0.01,0.707,0.0,0.0,12.0,12.0,0.707,1.0696683,0.049887504,718.8004999999999,1765.017,0.05826759338378906
0.09132837376026852,0.0794809196253888,0.7119887504428625,0.8098074019630754,0.6988578029712346,12.0,12.0,0.7119887504428625,1.1138653,-0.027282916,709.7880876179561,1725.9668,0.0025632381439208984
0.17565510712727844,0.15225426730009525,0.7092604588419199,0.845249661879369,0.7254300919497764,12.0,12.0,0.7092604588419199,1.1843624,0.004948915,700.4605277307851,1696.7656,0.0023555755615234375
0.2655297057101445,0.22938856412898007,0.7097553503401578,0.8983641447076606,0.7717876555604238,12.0,12.0,0.7097553503401578,1.2,-0.014193635,690.6127166545716,1664.9609,0.002588033676147461
0.35655226823153385,0.3075863534612174,0.7083359867967666,0.9113346188878708,0.7806851650040618,12.0,12.0,0.7083359867967666,1.2,0.004141263,680.7060299104764,1635.4403,0.0023605823516845703
0.4476857301203209,0.38565486996162357,0.7087501131165773,0.9110112384755782,0.7810625057011209,12.0,12.0,0.7087501131165773,1.2,0.05206641,670.8724444742795,1608.9497,0.002430438995361328
0.5387868539678787,0.4637611205317357,0.7139567542988807,0.9069321963164412,0.7857952059700775,12.0,12.0,0.7139567542988807,1.2,0.01654384,661.1105356573366,1584.9172,0.002584695816040039
0.6294800735995228,0.5423406411287435,0.7156111382115633,0.9056309488318998,0.7872945439660771,12.0,12.0,0.7156111382115633,1.2,-0.05178462,651.416703451501,1560.3177,0.0025064945220947266
0.7200431684827129,0.6210700955253512,0.7104326762426645,0.9096957625797878,0.7825942332941757,12.0,12.0,0.7104326762426645,1.1973766,-0.051580925,641.7936797296024,1534.4458,0.002389669418334961
0.8108138671492845,0.699158428186252,0.7052745837885886,0.9117227620374316,0.7761909227764406,12.0,12.0,0.7052745837885886,1.1867902,-0.037639935,632.2672663670314,1508.7517,0.0024268627166748047
0.9011800607541035,0.7760912658014647,0.7015105903316289,0.9065512748106466,0.7659215567892212,12.0,12.0,0.7015105903316289,1.2,-0.011230075,622.8998282935511,1481.2828,0.002549886703491211
0.9928442443170749,0.8535359466784822,0.7003875828515738,0.9175109669966225,0.7734169250034828,12.0,12.0,0.7003875828515738,1.2,0.057770282,613.5028468046312,1455.4749,0.002599000930786133
1.084595341016737,0.9308776391788305,0.7061646110545843,0.9130276299728904,0.7787044762597726,12.0,12.0,0.7061646110545843,1.2,0.068868995,604.1788217704618,1434.3241,0.002448558807373047
1.1758981040140262,1.0087480868048078,0.7130515105258672,0.9076431608362017,0.7849738893926276,12.0,12.0,0.7130515105258672,1.2,0.11165701,594.9220011850103,1408.9905,0.00246429443359375
1.2666624200976464,1.0872454757440706,0.7242172113787382,0.8988219806770014,0.7950592188590686,12.0,12.0,0.7242172113787382,1.1940653,0.10046459,585.7318672770309,1386.4722,0.002466440200805664
1.3561000971384576,1.166358193471643,0.73426367036812,0.886383742423853,0.8000724212448417,12.0,12.0,0.73426367036812,1.2,0.10491145,576.6509998357374,1363.0189,0.002468585968017578
1.4451790197318695,1.2467630856984604,0.744754815025255,0.8823049656025465,0.8133499014040695,12.0,12.0,0.744754815025255,1.2,0.04201969,567.590875151514,1339.9084,0.0025146007537841797
1.5334095162921242,1.3280980758388674,0.7489567841570823,0.8788795152638198,0.817050128260533,12.0,12.0,0.7489567841570823,1.1966007,-0.04069205,558.597517581396,1315.7163,0.0023801326751708984
1.621048497953051,1.409571633889869,0.7448875791560857,0.8796978777491314,0.8111626351657804,12.0,12.0,0.7448875791560857,1.2,-0.01138764,549.6995181488819,1291.5881,0.002398967742919922
1.7092681953664761,1.490918337158612,0.7437488151881843,0.8831227488708157,0.8124618913326178,12.0,12.0,0.7437488151881843,1.2,-0.06223481,540.8498961779126,1267.8328,0.0023069381713867188
1.7975804702535576,1.572164526291874,0.7375253340397029,0.888161955120057,0.8069500950605546,12.0,12.0,0.7375253340397029,1.2,-0.103281096,532.072792319193,1249.1111,0.003515958786010742
1.8863966657655633,1.6528595357979294,0.7271972244773058,0.8964487063159067,0.7977341859200078,12.0,12.0,0.7271972244773058,1.1874912,-0.090718836,523.3707204704144,1226.76,0.0026559829711914062
1.9751070731354574,1.7318013917092219,0.7181253409180789,0.89422898504577,0.7813384806530345,12.0,12.0,0.7181253409180789,1.1758769,-0.0935931,514.8359521360085,1203.0051,0.002418994903564453
2.0636553660720707,1.8091710473841294,0.708766031095758,0.8926853070317404,0.7653752822856549,12.0,12.0,0.708766031095758,1.1915587,-0.04223325,506.45984856415555,1181.6418,0.0023984909057617188
2.1541144099201013,1.8867293041125726,0.7045427059922367,0.9078578987288938,0.7717552823149729,12.0,12.0,0.7045427059922367,1.1936568,-0.041906457,498.04926805309594,1161.8162,0.002470731735229492
2.2450600544140227,1.9640407221659866,0.7003520602528005,0.9126882973998859,0.7692961933961091,12.0,12.0,0.7003520602528005,1.1969239,-0.021487337,489.6983299208289,1138.036,0.0024700164794921875
