x,y,theta,dx,dy,x_d,y_d,theta_d,v,w,state_cost,min_Traj_cost,t_mppi
0.01,0.01,0.0,0.0,0.0,20.0,0.1,0.0,1.0,0.0,999.0204999999999,3239.3667,0.059157371520996094
0.11,0.01,0.0,1.0,0.0,20.0,0.1,0.0,1.0,0.0,989.0505,3204.1958,0.0022606849670410156
0.21000000000000002,0.01,0.0,1.0,0.0,20.0,0.1,0.0,1.0066173,1.992824e-39,979.1305,3223.2354,0.002088308334350586
0.31066173076629644,0.01,1.9928243811748593e-40,1.0066173076629639,2.006011513223349e-40,20.0,0.1,1.9928243811748593e-40,0.95989877,-0.010045904,969.1953537007772,3249.7515,0.0025472640991210938
0.4066516077518464,0.01,-0.0010045903734862804,0.9598982854897479,-0.0009643049015217612,20.0,0.1,-0.0010045903734862804,0.9728202,-0.012710224,959.7685030500332,3135.8464,0.0021162033081054688
0.5039335809010314,0.009902271433384627,-0.0022756127640604974,0.9728177035462011,-0.002213760204550283,20.0,0.1,-0.0022756127640604974,0.9773357,-0.010674912,950.2618085465285,3105.9082,0.0021500587463378906
0.6016668969939286,0.009679867867910334,-0.0033431039191782475,0.9773302299372582,-0.0032673286943066425,20.0,0.1,-0.0033431039191782475,0.97953707,-0.008663606,940.7587122536237,3077.178,0.002048015594482422
0.6996200565920365,0.00935239905619309,-0.004209464509040117,0.979528391311986,-0.004123314353335659,20.0,0.1,-0.004209464509040117,0.9789773,-0.00800056,931.2822073686531,3049.327,0.0020122528076171875
0.7975169214972504,0.008940303243768943,-0.005009520519524812,0.9789650387413559,-0.0049041864735443206,20.0,0.1,-0.005009520519524812,0.9762788,-0.007781652,921.8591206213943,3022.3682,0.002082347869873047
0.8951435746886567,0.008451236430255093,-0.005787685699760913,0.9762624305820813,-0.00565036319948255,20.0,0.1,-0.005787685699760913,0.97169304,-0.007778102,912.5098005196782,2996.2622,0.002266407012939453
0.9923112511323011,0.007888854179379123,-0.006565495906397699,0.9716720962436127,-0.006379600836309268,20.0,0.1,-0.006565495906397699,0.9654533,-0.007850276,903.2517900925403,2970.983,0.0022068023681640625
1.0888545029811525,0.007254990746832295,-0.007350523537024855,0.9654272450031867,-0.007096523496993811,20.0,0.1,-0.007350523537024855,0.9577486,-0.007941129,894.1000641153939,2946.5063,0.002292633056640625
1.1846267748155694,0.006551001729585143,-0.008144636405631898,0.9577168259001193,-0.007800427808000341,20.0,0.1,-0.008144636405631898,0.9487453,-0.008025378,885.0675057956623,2922.8052,0.0026400089263916016
1.2794981591077643,0.0057782917132180485,-0.00894717420451343,0.9487073361150723,-0.008488476312823498,20.0,0.1,-0.00894717420451343,0.93859226,-0.00809296,876.1651672629052,2899.8599,0.002524137496948242
1.3733536278384777,0.0049385280760862555,-0.009756470238789915,0.9385475837761575,-0.009157202124734577,20.0,0.1,-0.009756470238789915,0.9283786,-0.008396869,867.402479392506,2877.647,0.00244903564453125
1.4661870675155493,0.004032772645299225,-0.010596157098188995,0.9283264639900657,-0.009837061217241849,20.0,0.1,-0.010596157098188995,0.9044897,0.006392608,858.7785788126351,2855.5798,0.0024034976959228516
1.5566309594262808,0.0030743790887615623,-0.009956896305084227,0.9044448609397011,-0.009005761305753571,20.0,0.1,-0.009956896305084227,0.9198104,-0.019146327,850.4181403569555,2829.4692,0.003744840621948242
1.6486074414050855,0.0021585485299108523,-0.01187152899801731,0.919745599162606,-0.010919299520021096,20.0,0.1,-0.01187152899801731,0.91133416,-0.006667693,841.9579544731963,2795.5186,0.002349376678466797
1.7397344353175266,0.001076680955012933,-0.012538298312574624,0.9112625229971427,-0.01142628013175361,20.0,0.1,-0.012538298312574624,0.93496996,-0.04305044,833.6177107894486,2765.5752,0.002458333969116211
1.83322408229702,-9.558155864011048e-05,-0.01684334212914109,0.934837340143168,-0.01574727434095222,20.0,0.1,-0.01684334212914109,0.9218334,-0.029035022,825.1044159237014,2731.8862,0.002602815628051758
1.9253943460793892,-0.0016481836718982487,-0.019746844377368688,0.9216536729259602,-0.01820211760888504,20.0,0.1,-0.019746844377368688,0.898345,0.013405492,816.7542547449567,2709.8164,0.0025119781494140625
2.0152113310713116,-0.0034220162644688083,-0.018406295217573643,0.8981928219721721,-0.016534269510145312,20.0,0.1,-0.018406295217573643,0.9133477,0.008350442,808.6582989486847,2683.1968,0.002619504928588867
2.1065306318865775,-0.005103056119410358,-0.017571251001209022,0.9132067271929173,-0.016047836237219254,20.0,0.1,-0.017571251001209022,0.91739947,0.0049397834,800.4682317000475,2647.79,0.002372264862060547
2.1982564165526863,-0.006714958799515328,-0.017077272664755585,0.9172656971986592,-0.015665919347645708,20.0,0.1,-0.017077272664755585,0.88901025,0.06229658,792.2836567330978,2614.4175,0.002554178237915039
2.2871444786775026,-0.008233072053361674,-0.010847614612430336,0.888957945833026,-0.009643451456720315,20.0,0.1,-0.010847614612430336,0.9053685,0.017264076,784.3924127928273,2585.708,0.003053903579711914
2.377676002651343,-0.00921516165707913,-0.00912120705470443,0.9053308454610925,-0.00825793910604971,20.0,0.1,-0.00912120705470443,0.890781,0.1266301,776.3955775476655,2556.637,0.0025773048400878906
2.4667503957232046,-0.010027650171729416,0.0035418027080595486,0.8907753982196763,0.003154963910039418,20.0,0.1,0.0035418027080595486,0.90074486,0.048512213,768.567369424187,2533.1426,0.0025234222412109375
2.556824316300509,-0.0097086247819116,0.008393024001270531,0.9007131300719179,0.007559884433059885,20.0,0.1,0.008393024001270531,0.9264919,0.060282294,760.6910347868918,2508.1611,0.002396821975708008
2.6494702447009897,-0.008931027022406031,0.014421253371983765,0.9263955754067266,0.013360711548878865,20.0,0.1,0.014421253371983765,0.90338254,0.029952768,752.6318718954111,2461.196,0.0024716854095458984
2.7397991049002424,-0.007628281329637196,0.017416530195623635,0.9032455292044866,0.015732993857601418,20.0,0.1,0.017416530195623635,0.9537566,-0.015192199,744.8152969653611,2437.351,0.0025310516357421875
2.835160296935037,-0.005967252295971954,0.015897310338914394,0.9536360545393887,0.015161525560444485,20.0,0.1,0.015897310338914394,0.95206016,-0.029337844,736.607377726186,2381.9563,0.0022001266479492188
2.930354283045218,-0.004453796458454131,0.012963525950908661,0.9519801658557044,0.012341710946437278,20.0,0.1,0.012963525950908661,0.94198036,-0.025647664,728.4592887448682,2360.3523,0.002291440963745117
3.024544404218384,-0.003232691974114149,0.010398759506642818,0.9419294322513294,0.009795250707952794,20.0,0.1,0.010398759506642818,0.9319057,-0.02133817,720.4418741826139,2339.7114,0.002748250961303711
3.1177299344055562,-0.0022636431268398824,0.008264942467212677,0.9318738581360535,0.0077020591990166675,20.0,0.1,0.008264942467212677,0.89948165,-0.010198327,712.5537510509295,2313.5837,0.0029714107513427734
3.2076750276928236,-0.0015202351783163734,0.007245109789073468,0.899458046647712,0.0065167863245753875,20.0,0.1,0.007245109789073468,0.91814935,-0.0036057644,704.9812108343048,2290.3774,0.0024368762969970703
3.2994875531535772,-0.0008550317120987749,0.006884533353149891,0.9181275934892389,0.006320979904878508,20.0,0.1,0.006884533353149891,0.972945,0.06827477,697.293219311735,2261.1008,0.002684354782104492
3.3967797449287187,-0.0001852097903165445,0.013712010718882084,0.9728535101460236,0.013340613866855715,20.0,0.1,0.013712010718882084,0.9867604,0.07684325,689.1923997866751,2205.171,0.002109527587890625
3.4954465063657407,0.0011677946981258234,0.021396335400640967,0.9865345154870079,0.02111144510481867,20.0,0.1,0.021396335400640967,0.98317784,0.06461274,681.0251345725991,2185.2798,0.0021979808807373047
3.593741786198734,0.003271274476765517,0.027857609279453757,0.9827963695712367,0.027385441755763407,20.0,0.1,0.027857609279453757,0.97144943,0.05966332,672.9366625606572,2166.2583,0.0022988319396972656
3.69084903762054,0.005977150343028964,0.033823941461741926,0.9708937899922487,0.03285198387668688,20.0,0.1,0.033823941461741926,0.9560723,0.05576814,664.9931135248511,2148.099,0.0027267932891845703
3.7864015797663537,0.00921034701840967,0.03940075542777777,0.9553302542392133,0.0376602238729137,20.0,0.1,0.03940075542777777,0.9405258,0.04969709,657.2225412342286,2130.6382,0.002329587936401367
3.8803811676562883,0.01291513110089186,0.04437046442180872,0.9396001571505345,0.04171787612839137,20.0,0.1,0.04437046442180872,0.8821848,-0.001725193,649.624237686103,2104.12,0.0023081302642822266
3.9685128227087,0.016828141800694862,0.04419794512214139,0.8813232881074656,0.038978062302389684,20.0,0.1,0.04419794512214139,0.9794437,-0.0045500593,642.5387466841293,2076.965,0.002297639846801758
4.06636154604654,0.02115567255579567,0.043742939189542085,0.978506822611094,0.04283008559055847,20.0,0.1,0.043742939189542085,0.9760635,0.015541565,634.7176270231863,2030.9016,0.002298593521118164
4.163874527750126,0.02542389967087129,0.04529709565686062,0.9750623044696412,0.04419772330486746,20.0,0.1,0.04529709565686062,0.9612802,0.021233004,626.971078918954,2013.8066,0.0023279190063476562
4.259903948251974,0.02977673100996815,0.047420396015513684,0.9601996167079931,0.04556720676721306,20.0,0.1,0.047420396015513684,0.94344413,0.024941089,619.3888875644036,1997.5479,0.0034508705139160156
4.354142305552579,0.03424890391839067,0.0499145048786886,0.9422691011765845,0.04707199477190241,20.0,0.1,0.0499145048786886,0.9234582,0.022734452,611.9929655038388,1981.906,0.0023221969604492188
4.446373113433422,0.03885638611318438,0.05218795008258894,0.922200946817575,0.048171517949941026,20.0,0.1,0.05218795008258894,0.9140672,0.047703482,604.7976196701146,1956.5736,0.0022902488708496094
4.537655385703517,0.04362455039705832,0.05695829830365255,0.9125848793449036,0.052035566048880585,20.0,0.1,0.05695829830365255,0.9235062,0.043318156,597.7181979064535,1923.6527,0.0022771358489990234
4.629856242085218,0.048881840826259154,0.06129011391894892,0.9217721778418381,0.056566369640617724,20.0,0.1,0.06129011391894892,0.901251,0.028752781,590.6098305129101,1901.6508,0.0025374889373779297
4.719812120389618,0.05440216090733045,0.06416539206402376,0.8993963402812709,0.05778945076750611,20.0,0.1,0.06416539206402376,0.9435189,-0.0045624273,583.7155519978048,1855.7947,0.0024538040161132812
4.8139698420446955,0.06045213329021221,0.06370914933504536,0.9416047211107689,0.06007012978816481,20.0,0.1,0.06370914933504536,0.9472018,0.010797619,576.5426899802233,1823.0583,0.0023713111877441406
4.908497858127849,0.06648259391495753,0.06478891122387721,0.945214495184371,0.06132524838691902,20.0,0.1,0.06478891122387721,0.9394951,0.008795427,569.3864007866059,1805.6002,0.0023262500762939453
5.002250254388744,0.07256522279640182,0.0656684539397247,0.9374701006645041,0.0616508575529045,20.0,0.1,0.0656684539397247,0.99600405,0.01839762,562.3331252474568,1787.5787,0.0023124217987060547
5.101635980358535,0.07910112749374888,0.06750821593450382,0.9937353327092185,0.06718739614548308,20.0,0.1,0.06750821593450382,0.98621964,-0.0057939207,554.9042180615487,1738.5697,0.0022606849670410156
5.200033302287919,0.08575386452595284,0.06692882386269047,0.9840115995650777,0.06595725290534273,20.0,0.1,0.06692882386269047,0.97529316,-0.0055021225,547.5980430144065,1722.1414,0.0025899410247802734
5.297344260066586,0.09227651472185047,0.06637861161725594,0.9731453189085321,0.06469107530701948,20.0,0.1,0.06637861161725594,0.9581478,-0.007371688,540.4203636480546,1706.3256,0.003831624984741211
5.392948034223696,0.09863189745191349,0.06564144283765926,0.9560843317002199,0.06284904892111769,20.0,0.1,0.06564144283765926,0.96665955,-0.07169419,533.4149225064849,1690.1511,0.002416849136352539
5.489405806495865,0.10497263440089676,0.058472024055663485,0.9650075229989284,0.05649033751046186,20.0,0.1,0.058472024055663485,0.95464855,-0.06522976,526.393421439122,1659.1637,0.002323150634765625
5.584707512319041,0.11055147746581236,0.05194904819363727,0.9533606872460785,0.04957078059396879,20.0,0.1,0.05194904819363727,0.9359303,-0.060036905,519.5019220976694,1644.2318,0.0022971630096435547
5.678174281960602,0.11541135976714002,0.045945357682649034,0.934942622284674,0.042986525290841515,20.0,0.1,0.045945357682649034,0.865209,-0.032467306,512.7873235197615,1622.7833,0.0023212432861328125
